,AK,AK,AK,AK,AK,AK,AL,AL,AL,AL,AL,AL,AR,AR,AR,AR,AR,AR,AZ,AZ,AZ,AZ,AZ,AZ,CA,CA,CA,CA,CA,CA,CO,CO,CO,CO,CO,CO,CT,CT,CT,CT,CT,CT,DC,DC,DC,DC,DC,DC,DE,DE,DE,DE,DE,DE,FL,FL,FL,FL,FL,FL,GA,GA,GA,GA,GA,GA,HI,HI,HI,HI,HI,HI,IA,IA,IA,IA,IA,IA,ID,ID,ID,ID,ID,ID,IL,IL,IL,IL,IL,IL,IN,IN,IN,IN,IN,IN,KS,KS,KS,KS,KS,KS,KY,KY,KY,KY,KY,KY,LA,LA,LA,LA,LA,LA,MA,MA,MA,MA,MA,MA,MD,MD,MD,MD,MD,MD,ME,ME,ME,ME,ME,ME,MI,MI,MI,MI,MI,MI,MN,MN,MN,MN,MN,MN,MO,MO,MO,MO,MO,MO,MS,MS,MS,MS,MS,MS,MT,MT,MT,MT,MT,MT,NC,NC,NC,NC,NC,NC,ND,ND,ND,ND,ND,ND,NE,NE,NE,NE,NE,NE,NH,NH,NH,NH,NH,NH,NJ,NJ,NJ,NJ,NJ,NJ,NM,NM,NM,NM,NM,NM,NV,NV,NV,NV,NV,NV,NY,NY,NY,NY,NY,NY,OH,OH,OH,OH,OH,OH,OK,OK,OK,OK,OK,OK,OR,OR,OR,OR,OR,OR,PA,PA,PA,PA,PA,PA,RI,RI,RI,RI,RI,RI,SC,SC,SC,SC,SC,SC,SD,SD,SD,SD,SD,SD,TN,TN,TN,TN,TN,TN,TX,TX,TX,TX,TX,TX,US,US,US,US,US,US,UT,UT,UT,UT,UT,UT,VA,VA,VA,VA,VA,VA,VT,VT,VT,VT,VT,VT,WA,WA,WA,WA,WA,WA,WI,WI,WI,WI,WI,WI,WV,WV,WV,WV,WV,WV,WY,WY,WY,WY,WY,WY
MSN,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB,CLPRB,NGMPB,PAPRB,REPRB,ROPRB,WDPRB
1960,11263.0,248.0,3242.0,6800.0,6800.0,3681.0,318818.0,93.0,42508.0,112809.0,112809.0,45681.0,9178.0,57339.0,174679.0,48104.0,48104.0,37433.0,132.0,0.0,423.0,36181.0,36181.0,3819.0,0.0,590504.0,1771042.0,270161.0,270161.0,82093.0,78755.0,111000.0,275320.0,16914.0,16914.0,6479.0,0.0,0.0,0.0,17406.0,17406.0,12842.0,0.0,0.0,0.0,155.0,155.0,123.0,0.0,0.0,0.0,4982.0,4982.0,4982.0,0.0,40.0,2140.0,35680.0,35680.0,32690.0,100.0,0.0,0.0,96016.0,96016.0,71206.0,0.0,0.0,0.0,292.0,292.0,0.0,22058.0,0.0,0.0,15884.0,15884.0,6133.0,0.0,0.0,0.0,77688.0,77688.0,11354.0,1020689.0,21189.0,448578.0,33020.0,33020.0,31033.0,346324.0,344.0,69913.0,24556.0,24556.0,23477.0,18923.0,678800.0,658027.0,4123.0,4123.0,3912.0,1586449.0,86722.0,122653.0,50751.0,50751.0,22418.0,0.0,2937821.0,2089299.0,38992.0,38992.0,38992.0,0.0,0.0,0.0,53354.0,53354.0,42784.0,18933.0,4154.0,0.0,38447.0,38447.0,23838.0,0.0,0.0,0.0,59784.0,59784.0,29178.0,0.0,23087.0,92214.0,59100.0,59100.0,37260.0,0.0,0.0,0.0,34957.0,34957.0,25255.0,61027.0,76.0,435.0,41442.0,41442.0,33634.0,0.0,179680.0,299703.0,46565.0,46565.0,46565.0,5587.0,38735.0,175392.0,69936.0,69936.0,7520.0,0.0,0.0,0.0,127507.0,127507.0,73725.0,33074.0,24975.0,127554.0,11880.0,11880.0,473.0,0.0,17723.0,138185.0,13425.0,13425.0,2586.0,0.0,0.0,0.0,25629.0,25629.0,10855.0,0.0,0.0,0.0,20514.0,20514.0,20034.0,5518.0,924217.0,622804.0,7373.0,7373.0,6628.0,0.0,0.0,157.0,22110.0,22110.0,946.0,0.0,5095.0,10515.0,189314.0,189314.0,59263.0,796648.0,36904.0,31349.0,36966.0,36966.0,36667.0,33923.0,900387.0,1118895.0,17766.0,17766.0,10185.0,0.0,0.0,0.0,190489.0,190489.0,56094.0,2169831.0,117861.0,34852.0,66100.0,66100.0,46454.0,0.0,0.0,0.0,2951.0,2951.0,2858.0,0.0,0.0,0.0,81969.0,81969.0,43120.0,262.0,0.0,1630.0,13974.0,13974.0,1537.0,148915.0,64.0,116.0,138708.0,138708.0,45355.0,26409.0,6602696.0,5379378.0,50155.0,50155.0,38296.0,10590206.0,14135836.0,14934611.0,2928205.0,2928205.0,1318363.0,114689.0,51232.0,218045.0,5494.0,5494.0,2219.0,752355.0,2285.0,12.0,69706.0,69706.0,56072.0,0.0,0.0,0.0,17339.0,17339.0,7943.0,3714.0,0.0,6.0,428129.0,428129.0,58524.0,0.0,0.0,0.0,64968.0,64968.0,39155.0,2971458.0,228911.0,13340.0,23464.0,23464.0,13367.0,35173.0,198204.0,776678.0,8174.0,8174.0,1623.0
1961,11497.0,637.0,36697.0,7313.0,7313.0,4145.0,316466.0,91.0,40200.0,118021.0,118021.0,46171.0,8864.0,61574.0,169627.0,51144.0,51144.0,36290.0,0.0,0.0,423.0,35083.0,35083.0,3715.0,0.0,634667.0,1737732.0,248178.0,248178.0,83506.0,80305.0,111763.0,271202.0,15464.0,15464.0,6563.0,0.0,0.0,0.0,17076.0,17076.0,13169.0,0.0,0.0,0.0,163.0,163.0,105.0,0.0,0.0,0.0,5101.0,5101.0,5101.0,0.0,39.0,2169.0,34417.0,34417.0,31611.0,100.0,0.0,0.0,94590.0,94590.0,70216.0,0.0,0.0,0.0,258.0,258.0,0.0,19146.0,0.0,0.0,15713.0,15713.0,5939.0,0.0,0.0,0.0,70403.0,70403.0,10813.0,1004461.0,18108.0,445544.0,32237.0,32237.0,30135.0,336695.0,384.0,66700.0,24199.0,24199.0,23062.0,14150.0,694499.0,650998.0,3855.0,3855.0,3684.0,1493944.0,81665.0,106395.0,48648.0,48648.0,21538.0,0.0,3187055.0,2142067.0,37174.0,37174.0,37174.0,0.0,0.0,0.0,52769.0,52769.0,44105.0,19161.0,3657.0,0.0,35723.0,35723.0,23591.0,0.0,0.0,0.0,56575.0,56575.0,28844.0,0.0,30758.0,109626.0,55209.0,55209.0,36172.0,0.0,0.0,0.0,32478.0,32478.0,24493.0,62040.0,91.0,418.0,45068.0,45068.0,31865.0,0.0,179748.0,317190.0,45532.0,45532.0,45532.0,6622.0,39295.0,179255.0,76550.0,76550.0,7342.0,0.0,0.0,0.0,120692.0,120692.0,70411.0,35706.0,25766.0,137182.0,15420.0,15420.0,438.0,0.0,18286.0,141340.0,12832.0,12832.0,2428.0,0.0,0.0,0.0,23327.0,23327.0,10663.0,0.0,0.0,0.0,20749.0,20749.0,20550.0,7707.0,913498.0,652807.0,6937.0,6937.0,6383.0,0.0,0.0,893.0,19545.0,19545.0,929.0,0.0,5863.0,9616.0,250832.0,250832.0,57453.0,756037.0,37261.0,32706.0,36414.0,36414.0,36114.0,26087.0,975137.0,1119870.0,20187.0,20187.0,9519.0,0.0,0.0,0.0,188915.0,188915.0,55625.0,2060353.0,103894.0,32729.0,61121.0,61121.0,45262.0,0.0,0.0,0.0,3011.0,3011.0,2926.0,0.0,0.0,0.0,76284.0,76284.0,41795.0,236.0,0.0,1351.0,13609.0,13609.0,1449.0,147157.0,73.0,99.0,136653.0,136653.0,43478.0,26535.0,6682140.0,5447308.0,52023.0,52023.0,38880.0,10239471.0,14660514.0,15206196.0,2952227.0,2952227.0,1293423.0,119411.0,57390.0,192084.0,4591.0,4591.0,2132.0,818669.0,2530.0,12.0,66456.0,66456.0,53854.0,0.0,0.0,0.0,15369.0,15369.0,7149.0,3111.0,0.0,0.0,455762.0,455762.0,57865.0,0.0,0.0,0.0,60619.0,60619.0,39133.0,2821061.0,230884.0,16008.0,23666.0,23666.0,12565.0,43949.0,212461.0,823235.0,8273.0,8273.0,1536.0
1962,13588.0,2205.0,59502.0,7453.0,7453.0,4246.0,315608.0,208.0,43343.0,125564.0,125564.0,45959.0,5745.0,68467.0,160364.0,47637.0,47637.0,36441.0,0.0,244.0,226.0,34533.0,34533.0,3628.0,0.0,643771.0,1720222.0,329046.0,329046.0,86652.0,73777.0,105235.0,246367.0,17144.0,17144.0,6420.0,0.0,0.0,0.0,15937.0,15937.0,12825.0,0.0,0.0,0.0,166.0,166.0,105.0,0.0,0.0,0.0,5134.0,5134.0,5134.0,0.0,39.0,2430.0,35826.0,35826.0,33321.0,0.0,0.0,0.0,96771.0,96771.0,69729.0,0.0,0.0,0.0,214.0,214.0,0.0,23339.0,0.0,0.0,15580.0,15580.0,5626.0,0.0,0.0,0.0,73984.0,73984.0,10825.0,1076411.0,19343.0,457017.0,32864.0,32864.0,30865.0,350135.0,286.0,70047.0,24089.0,24089.0,23293.0,19498.0,742936.0,650041.0,3670.0,3670.0,3508.0,1638552.0,80864.0,103176.0,51423.0,51423.0,22130.0,0.0,3333534.0,2322280.0,36785.0,36785.0,36785.0,0.0,0.0,0.0,53590.0,53590.0,45238.0,20781.0,2526.0,0.0,36002.0,36002.0,23878.0,0.0,0.0,0.0,55672.0,55672.0,28994.0,0.0,32190.0,99261.0,53745.0,53745.0,35748.0,0.0,0.0,0.0,34382.0,34382.0,24032.0,61154.0,93.0,319.0,40239.0,40239.0,30942.0,0.0,177381.0,323135.0,44673.0,44673.0,44673.0,6818.0,34721.0,183558.0,74894.0,74894.0,7217.0,0.0,0.0,0.0,127402.0,127402.0,69423.0,35798.0,32246.0,146050.0,14054.0,14054.0,403.0,0.0,17284.0,144385.0,12973.0,12973.0,2288.0,0.0,0.0,0.0,25119.0,25119.0,10783.0,0.0,0.0,0.0,21199.0,21199.0,20961.0,12664.0,930792.0,634102.0,6791.0,6791.0,6119.0,0.0,0.0,818.0,21733.0,21733.0,911.0,0.0,4352.0,9216.0,277979.0,277979.0,57324.0,800589.0,37592.0,33843.0,36983.0,36983.0,36743.0,26491.0,1158674.0,1175846.0,16660.0,16660.0,8940.0,0.0,0.0,0.0,197646.0,197646.0,56777.0,2112248.0,93161.0,30752.0,61767.0,61767.0,45730.0,0.0,0.0,0.0,3139.0,3139.0,3081.0,0.0,0.0,0.0,73455.0,73455.0,41078.0,0.0,0.0,980.0,17252.0,17252.0,1396.0,156047.0,77.0,81.0,145125.0,145125.0,43391.0,25855.0,6812787.0,5471272.0,47721.0,47721.0,39275.0,10670680.0,15336414.0,15521896.0,3117444.0,3117444.0,1298892.0,99459.0,74407.0,179968.0,6192.0,6192.0,2044.0,794606.0,2564.0,17.0,67678.0,67678.0,54344.0,0.0,0.0,0.0,15682.0,15682.0,7251.0,3828.0,0.0,0.0,476680.0,476680.0,59066.0,0.0,0.0,0.0,61695.0,61695.0,39119.0,2953044.0,231039.0,20126.0,23755.0,23755.0,12784.0,44644.0,223727.0,787913.0,11746.0,11746.0,1448.0
1963,13307.0,4541.0,62292.0,7793.0,7793.0,4383.0,302842.0,288.0,53215.0,112682.0,112682.0,45764.0,4959.0,78691.0,158955.0,41897.0,41897.0,36729.0,0.0,1413.0,394.0,34861.0,34861.0,3937.0,0.0,737636.0,1745266.0,360333.0,360333.0,93022.0,80589.0,109244.0,222041.0,17410.0,17410.0,6571.0,0.0,0.0,0.0,16253.0,16253.0,13339.0,0.0,0.0,0.0,148.0,148.0,105.0,0.0,0.0,0.0,5356.0,5356.0,5356.0,0.0,47.0,2691.0,38613.0,38613.0,35838.0,0.0,0.0,0.0,103171.0,103171.0,72407.0,0.0,0.0,0.0,446.0,446.0,206.0,25053.0,0.0,0.0,13403.0,13403.0,5295.0,0.0,0.0,0.0,73227.0,73227.0,10560.0,1148539.0,17180.0,433817.0,34418.0,34418.0,32563.0,336561.0,288.0,69032.0,24007.0,24007.0,23463.0,24911.0,784230.0,632821.0,3798.0,3798.0,3624.0,1832508.0,85922.0,106395.0,47591.0,47591.0,23192.0,0.0,3650770.0,2428574.0,39147.0,39147.0,39147.0,0.0,0.0,0.0,52762.0,52762.0,45338.0,29412.0,1669.0,0.0,35457.0,35457.0,25283.0,0.0,0.0,0.0,58874.0,58874.0,29001.0,0.0,36480.0,92638.0,51374.0,51374.0,36977.0,0.0,0.0,0.0,32328.0,32328.0,23340.0,67045.0,101.0,307.0,33299.0,33299.0,29351.0,0.0,184190.0,339990.0,39154.0,39154.0,39154.0,6122.0,34803.0,179046.0,70429.0,70429.0,7418.0,0.0,0.0,0.0,116481.0,116481.0,70745.0,31423.0,42044.0,145174.0,15915.0,15915.0,368.0,0.0,15159.0,126707.0,13199.0,13199.0,2147.0,0.0,0.0,0.0,24450.0,24450.0,10934.0,0.0,0.0,0.0,23397.0,23397.0,23232.0,36384.0,935147.0,637658.0,6469.0,6469.0,6012.0,0.0,0.0,684.0,19804.0,19804.0,894.0,0.0,4045.0,9738.0,260059.0,260059.0,57158.0,863111.0,37664.0,35026.0,38172.0,38172.0,38052.0,25480.0,1347832.0,1171380.0,10640.0,10640.0,8642.0,0.0,0.0,0.0,199225.0,199225.0,55965.0,2308097.0,95855.0,29481.0,60798.0,60798.0,47377.0,0.0,0.0,0.0,3221.0,3221.0,3183.0,0.0,0.0,0.0,69832.0,69832.0,41805.0,0.0,0.0,1247.0,31784.0,31784.0,1291.0,153712.0,92.0,93.0,127030.0,127030.0,46082.0,27441.0,6952455.0,5671135.0,42718.0,42718.0,37709.0,11605467.0,16284371.0,15965793.0,3096431.0,3096431.0,1321975.0,100917.0,77412.0,193923.0,5699.0,5699.0,2008.0,823684.0,2139.0,17.0,64267.0,64267.0,55094.0,0.0,0.0,0.0,13995.0,13995.0,6766.0,3095.0,0.0,0.0,514264.0,514264.0,62297.0,0.0,0.0,0.0,55114.0,55114.0,38792.0,3305985.0,230519.0,19430.0,21029.0,21029.0,12629.0,54288.0,228162.0,837561.0,10641.0,10641.0,1430.0
1964,11622.0,6332.0,64142.0,8102.0,8102.0,4728.0,353712.0,270.0,49288.0,137992.0,137992.0,46341.0,4757.0,78760.0,155075.0,42732.0,42732.0,36860.0,0.0,2144.0,371.0,34271.0,34271.0,4058.0,0.0,757678.0,1740052.0,331757.0,331757.0,98232.0,95087.0,118140.0,201579.0,17865.0,17865.0,6816.0,0.0,0.0,0.0,16703.0,16703.0,13886.0,0.0,0.0,0.0,138.0,138.0,88.0,0.0,0.0,0.0,5510.0,5510.0,5510.0,0.0,54.0,3596.0,39016.0,39016.0,35983.0,0.0,0.0,0.0,118296.0,118296.0,73208.0,0.0,0.0,0.0,1429.0,1429.0,224.0,20096.0,0.0,0.0,12798.0,12798.0,5290.0,0.0,0.0,0.0,76892.0,76892.0,11059.0,1221511.0,14289.0,406974.0,34491.0,34491.0,32592.0,336004.0,201.0,65441.0,23168.0,23168.0,22696.0,26914.0,822000.0,616262.0,3674.0,3674.0,3534.0,1963792.0,89060.0,114678.0,47022.0,47022.0,21760.0,0.0,3826057.0,2542942.0,39291.0,39291.0,39291.0,0.0,0.0,0.0,54148.0,54148.0,47137.0,28754.0,1411.0,0.0,37440.0,37440.0,25807.0,0.0,0.0,0.0,55936.0,55936.0,30076.0,0.0,35045.0,90486.0,52769.0,52769.0,36600.0,0.0,0.0,0.0,33210.0,33210.0,23156.0,68692.0,109.0,377.0,31229.0,31229.0,27890.0,0.0,188989.0,329307.0,38448.0,38448.0,38448.0,6176.0,29196.0,177753.0,79375.0,79375.0,7693.0,0.0,0.0,0.0,131745.0,131745.0,69084.0,34541.0,44482.0,149240.0,20014.0,20014.0,368.0,0.0,12957.0,110855.0,12801.0,12801.0,2006.0,0.0,0.0,0.0,23707.0,23707.0,11654.0,0.0,0.0,0.0,23947.0,23947.0,23744.0,55539.0,1016522.0,660405.0,6300.0,6300.0,6201.0,0.0,0.0,1479.0,17842.0,17842.0,929.0,0.0,3191.0,10869.0,247409.0,247409.0,56954.0,875311.0,38167.0,91982.0,38010.0,38010.0,37829.0,25986.0,1445605.0,1174639.0,11373.0,11373.0,8170.0,0.0,0.0,0.0,215793.0,215793.0,58775.0,2413787.0,85002.0,29655.0,60590.0,60590.0,47186.0,0.0,0.0,0.0,3533.0,3533.0,3492.0,0.0,0.0,0.0,87558.0,87558.0,41995.0,0.0,0.0,1433.0,33645.0,33645.0,1273.0,150422.0,79.0,58.0,141564.0,141564.0,46394.0,28839.0,7311876.0,5739216.0,43884.0,43884.0,39136.0,12273824.0,17163942.0,16163568.0,3225249.0,3225249.0,1335253.0,109250.0,80476.0,165735.0,10151.0,10151.0,2148.0,855445.0,1651.0,35.0,63580.0,63580.0,54594.0,0.0,0.0,0.0,13500.0,13500.0,6556.0,1108.0,0.0,0.0,557343.0,557343.0,65230.0,0.0,0.0,0.0,54980.0,54980.0,38903.0,3532592.0,223554.0,19546.0,21666.0,21666.0,12204.0,53889.0,254156.0,804762.0,10613.0,10613.0,1466.0
1965,13931.0,7325.0,64542.0,8519.0,8519.0,4863.0,363440.0,330.0,46771.0,121888.0,121888.0,47641.0,5071.0,85651.0,150394.0,46425.0,46425.0,35134.0,0.0,3289.0,563.0,50095.0,50095.0,3695.0,0.0,753494.0,1835282.0,418518.0,418518.0,96816.0,104585.0,130613.0,194364.0,16369.0,16369.0,6569.0,0.0,0.0,0.0,15500.0,15500.0,13541.0,0.0,0.0,0.0,120.0,120.0,88.0,0.0,0.0,0.0,5577.0,5577.0,5577.0,0.0,144.0,8491.0,39916.0,39916.0,36798.0,0.0,0.0,0.0,108022.0,108022.0,74215.0,0.0,0.0,0.0,1265.0,1265.0,172.0,21542.0,0.0,0.0,15160.0,15160.0,5149.0,0.0,0.0,0.0,79778.0,79778.0,10361.0,1298323.0,13433.0,369506.0,35036.0,35036.0,33181.0,346925.0,240.0,66590.0,23060.0,23060.0,22081.0,27916.0,848892.0,607451.0,3499.0,3499.0,3358.0,2037285.0,90920.0,112439.0,47438.0,47438.0,21678.0,0.0,4034128.0,2661560.0,38299.0,38299.0,38299.0,0.0,0.0,0.0,55636.0,55636.0,48698.0,30627.0,417.0,0.0,39019.0,39019.0,27094.0,0.0,0.0,0.0,51675.0,51675.0,30050.0,0.0,38377.0,85422.0,55858.0,55858.0,36904.0,0.0,0.0,0.0,34786.0,34786.0,23220.0,75259.0,85.0,423.0,35404.0,35404.0,27017.0,0.0,173791.0,325861.0,37759.0,37759.0,37759.0,6497.0,32577.0,190112.0,95505.0,95505.0,7431.0,0.0,0.0,0.0,123608.0,123608.0,67314.0,35785.0,45702.0,152830.0,26438.0,26438.0,333.0,0.0,12452.0,99853.0,13563.0,13563.0,1901.0,0.0,0.0,0.0,22019.0,22019.0,11015.0,0.0,0.0,0.0,23693.0,23693.0,24019.0,60085.0,1084178.0,691163.0,6075.0,6075.0,5627.0,0.0,0.0,1212.0,17544.0,17544.0,876.0,0.0,3410.0,9466.0,262743.0,262743.0,58111.0,924108.0,36505.0,74866.0,38720.0,38720.0,38540.0,24621.0,1442988.0,1179958.0,16230.0,16230.0,7607.0,0.0,0.0,0.0,230410.0,230410.0,57578.0,2453589.0,87376.0,28548.0,61262.0,61262.0,47374.0,0.0,0.0,0.0,3561.0,3561.0,3543.0,0.0,0.0,0.0,77346.0,77346.0,40588.0,0.0,0.0,1270.0,41595.0,41595.0,1117.0,147283.0,87.0,64.0,138006.0,138006.0,46541.0,30349.0,7436127.0,5804308.0,48967.0,48967.0,40288.0,12831858.0,17701952.0,16521381.0,3395816.0,3395816.0,1331951.0,115545.0,71885.0,146728.0,11501.0,11501.0,1956.0,921140.0,3234.0,23.0,63439.0,63439.0,54205.0,0.0,0.0,0.0,14396.0,14396.0,6932.0,896.0,0.0,0.0,581530.0,581530.0,66250.0,0.0,0.0,0.0,61690.0,61690.0,39394.0,3730403.0,227441.0,20474.0,20560.0,20560.0,11903.0,56652.0,257399.0,802221.0,10793.0,10793.0,1550.0
1966,14461.0,11375.0,83276.0,8328.0,8328.0,5035.0,348419.0,410.0,46574.0,121238.0,121238.0,49102.0,5296.0,108754.0,138179.0,51697.0,51697.0,35169.0,0.0,3347.0,766.0,58060.0,58060.0,3679.0,0.0,786837.0,2002711.0,375877.0,375877.0,99662.0,114017.0,141243.0,194254.0,17380.0,17380.0,6982.0,0.0,0.0,0.0,16243.0,16243.0,13612.0,0.0,0.0,0.0,111.0,111.0,88.0,0.0,0.0,0.0,5852.0,5852.0,5852.0,0.0,286.0,10434.0,42760.0,42760.0,39739.0,0.0,0.0,0.0,109456.0,109456.0,74664.0,0.0,0.0,0.0,1309.0,1309.0,120.0,21170.0,0.0,0.0,14994.0,14994.0,5561.0,0.0,0.0,0.0,81379.0,81379.0,10269.0,1411276.0,13132.0,357634.0,37080.0,37080.0,35275.0,386176.0,216.0,61579.0,24315.0,24315.0,23325.0,23910.0,906794.0,601680.0,3529.0,3529.0,3391.0,2212066.0,88111.0,104783.0,49311.0,49311.0,22592.0,0.0,4469217.0,2900322.0,39754.0,39754.0,39754.0,0.0,0.0,0.0,58117.0,58117.0,49749.0,30931.0,711.0,0.0,42103.0,42103.0,28335.0,0.0,0.0,0.0,55812.0,55812.0,30605.0,0.0,37891.0,82783.0,56828.0,56828.0,37874.0,0.0,0.0,0.0,35031.0,35031.0,22553.0,75640.0,0.0,563.0,33010.0,33010.0,26801.0,0.0,163193.0,320317.0,37816.0,37816.0,37816.0,7479.0,35567.0,205204.0,90332.0,90332.0,7236.0,0.0,0.0,0.0,114335.0,114335.0,68730.0,46408.0,59717.0,157331.0,20421.0,20421.0,333.0,0.0,11843.0,80330.0,13955.0,13955.0,1848.0,0.0,0.0,0.0,24343.0,24343.0,11563.0,0.0,0.0,0.0,23570.0,23570.0,24940.0,51536.0,1154595.0,720093.0,6210.0,6210.0,5504.0,0.0,0.0,1781.0,19632.0,19632.0,876.0,0.0,2756.0,10063.0,288582.0,288582.0,58726.0,1016801.0,44125.0,63214.0,41531.0,41531.0,41362.0,21309.0,1476010.0,1304066.0,13064.0,13064.0,7729.0,0.0,0.0,0.0,232649.0,232649.0,58041.0,2432385.0,94052.0,25155.0,63676.0,63676.0,48649.0,0.0,0.0,0.0,3771.0,3771.0,3750.0,0.0,0.0,0.0,67699.0,67699.0,40510.0,0.0,0.0,1386.0,51565.0,51565.0,1064.0,158433.0,0.0,41.0,128629.0,128629.0,49135.0,28360.0,7746648.0,6127692.0,51980.0,51980.0,42822.0,13281168.0,18970020.0,17561025.0,3432463.0,3432463.0,1365508.0,107282.0,69627.0,139850.0,10173.0,10173.0,1938.0,961710.0,4359.0,6.0,64055.0,64055.0,56102.0,0.0,0.0,0.0,15557.0,15557.0,6807.0,961.0,0.0,0.0,617245.0,617245.0,67111.0,0.0,0.0,0.0,60892.0,60892.0,39517.0,3741366.0,232039.0,21309.0,20101.0,20101.0,12111.0,63777.0,265619.0,779926.0,11106.0,11106.0,1497.0
